"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
"ABX","Barrick Gold Corporation","Basic Materials","Gold","Canada",21203.00,32.38,21.82,1.71,2.48,2.67,8.88,14.85,0.66%,14.20%,0.56,123.10%,3.86%,-34.00%,18.95%,-9.70%,116.20%,3.60%,1165.00,1162.19,0.10%,0.00%,72.10%,-2.21%,1.07%,0.69,2.60%,8.70%,9.50%,2.70,1.60,0.98,1.00,39.90%,28.30%,7.70%,-0.22%,-6.95%,15.44%,-0.96%,29.10%,14.07%,-0.17,0.63,2.61%,3.49%,-4.27%,0.87%,0.48%,-12.28%,24.76%,-22.15%,40.29%,46.49,2.08%,0.62%,2.40,17989.21,0.72,18.20,2.71%,12880957,2/15/2017 4:30:00 PM
"ABY","Atlantica Yield plc","Utilities","Electric Utilities","United Kingdom",2115.46,,19.22,,2.18,1.16,2.57,6.44,3.07%,,-0.05,97.80%,23.68%,,,,93.80%,-2.90%,99.88,58.57,,,54.80%,-1.33%,3.77%,5.25,0.00%,-0.30%,5.10%,0.90,0.90,2.73,3.27,92.70%,41.40%,-0.50%,1.97%,0.73%,22.35%,9.81%,21.97%,10.78%,,0.53,1.76%,2.46%,0.95%,2.52%,12.72%,-6.27%,13.81%,-6.27%,39.13%,55.75,1.73%,0.82%,2.10,420.98,0.76,21.18,2.57%,321310,2/27/2017 4:30:00 PM
"ACAD","ACADIA Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",4465.38,,,,258.11,8.61,8.44,,,,-2.34,-43.30%,36.90%,-40.00%,15.30%,53.00%,-43.50%,13407.70%,121.24,120.56,0.10%,-67.59%,99.20%,2.59%,19.16%,8.90,-52.10%,-55.70%,-52.90%,12.90,12.80,0.00,0.00,82.30%,,,-0.16%,-4.44%,36.00%,11.30%,91.23%,27.70%,3.88,1.47,2.59%,3.86%,-3.08%,6.64%,14.66%,-9.80%,29.68%,-13.32%,100.16%,50.60,0.79%,0.19%,2.20,2594.02,0.51,36.83,0.99%,1327044,2/28/2017 4:30:00 PM
"ACAT","Arctic Cat Inc.","Consumer Goods","Recreational Vehicles","USA",242.17,,,,0.48,2.18,,,,,-5.94,-288.10%,91.50%,-24.60%,16.00%,6.40%,,-29.30%,13.09,12.91,1.50%,-0.18%,88.60%,6.61%,8.40%,2.59,-21.80%,-53.10%,-5.00%,1.80,0.40,0.71,0.71,6.90%,-16.60%,-15.20%,0.05%,-0.48%,19.12%,30.28%,-0.16%,23.17%,1.55,0.15,0.15%,0.40%,-0.20%,9.68%,16.23%,-5.61%,44.76%,-6.66%,52.51%,56.25,0.00%,0.00%,3.30,418.27,0.59,18.50,0.00%,0,3/15/2017 8:30:00 AM
"ACC","American Campus Communities, Inc.","Financial","REIT - Residential","USA",6126.91,60.09,44.70,2.52,7.79,1.75,277.24,,3.67%,216.70%,0.76,-25.40%,13.92%,10.20%,23.81%,16.80%,-23.20%,0.90%,133.98,130.06,0.60%,-3.58%,,1.23%,2.20%,4.16,1.60%,2.80%,2.90%,,,0.62,0.62,52.40%,20.40%,12.40%,-7.24%,-6.98%,-0.07%,-8.26%,7.85%,-7.30%,0.24,0.95,2.19%,1.82%,-7.64%,-6.98%,-6.22%,-11.55%,-0.59%,-14.03%,8.67%,25.78,-2.37%,0.88%,2.40,687.95,1.71,45.73,-1.51%,1174480,2/21/2017 4:30:00 PM
"ACCO","ACCO Brands Corporation","Consumer Goods","Office Supplies","USA",1433.55,14.65,11.03,1.47,0.92,1.95,33.42,9.73,,0.00%,0.88,12.10%,9.18%,22.00%,10.00%,3.40%,-81.10%,6.20%,111.56,106.06,0.40%,-29.42%,94.90%,0.03%,2.81%,5.20,4.60%,13.90%,9.80%,1.70,1.10,0.89,0.98,33.10%,10.70%,6.10%,-3.38%,1.18%,-3.38%,23.20%,64.74%,-1.53%,1.48,0.48,3.20%,3.65%,-2.84%,-1.17%,13.35%,-11.07%,7.08%,-11.07%,69.97%,46.60,3.63%,1.22%,2.00,573.51,1.27,12.85,4.90%,729168,2/22/2017 8:30:00 AM
"ACET","Aceto Corporation","Basic Materials","Chemicals - Major Diversified","USA",456.15,20.92,7.54,2.09,0.83,1.12,6.53,19.83,1.76%,34.80%,0.71,2.70%,31.00%,27.90%,10.00%,6.30%,-106.70%,-4.60%,30.80,29.25,3.10%,-7.68%,85.80%,-0.07%,9.67%,7.28,3.10%,6.40%,9.20%,2.20,1.50,0.93,0.97,24.50%,7.00%,3.80%,-2.72%,-2.46%,-27.88%,-22.96%,-32.69%,-32.29%,1.27,0.46,1.89%,2.27%,-3.35%,-17.70%,-27.23%,-33.77%,1.40%,-42.38%,1.40%,25.36,-0.20%,0.27%,2.00,388.92,0.35,14.81,0.07%,134220,2/2/2017 4:30:00 PM
"ACFC","Atlantic Coast Financial Corporation","Financial","Regional - Southeast Banks","USA",121.44,18.85,12.06,,3.58,1.39,1.77,,,0.00%,0.42,-16.90%,35.42%,16.00%,,-2.40%,190.30%,11.50%,15.49,11.51,1.20%,-0.30%,48.70%,-4.48%,0.08%,0.54,0.70%,7.50%,25.50%,,,0.00,0.00,,76.30%,18.90%,1.55%,5.23%,12.81%,18.79%,36.11%,15.29%,0.89,0.29,5.70%,3.48%,2.13%,5.58%,17.74%,-2.00%,18.25%,-2.00%,41.77%,56.14,0.64%,0.39%,1.00,16.20,2.25,7.84,1.03%,36462,1/25/2017 8:30:00 AM
"ACFN","Acorn Energy, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",9.97,,,,0.69,6.80,,,,,-0.07,,,10.02%,30.00%,,,-78.60%,29.32,26.21,6.67%,0.00%,7.30%,380.76%,1.38%,2.77,,,,,,,,,,,-8.11%,-27.66%,88.89%,78.95%,161.54%,88.89%,,0.06,9.66%,18.89%,-4.36%,13.18%,56.43%,-39.29%,100.00%,-39.29%,240.00%,50.69,0.00%,3.03%,2.00,130.50,0.07,0.34,3.03%,9339,3/13/2017 4:30:00 PM
"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",11659.94,17.84,15.91,1.61,2.59,1.81,13.83,8.44,,0.00%,5.33,30.20%,10.98%,12.40%,11.10%,7.90%,17.30%,10.20%,122.62,117.44,0.90%,-15.65%,88.70%,0.76%,1.29%,4.30,2.60%,10.50%,9.60%,,,0.39,0.39,,19.70%,14.80%,0.45%,3.35%,12.03%,15.53%,38.07%,10.20%,0.63,1.07,0.87%,1.11%,1.16%,5.31%,18.09%,-0.92%,12.92%,-0.92%,40.87%,68.78,0.94%,0.00%,2.70,353.33,0.96,95.09,0.94%,337696,2/13/2017 4:30:00 PM
"ACH","Aluminum Corporation Of China Limited","Basic Materials","Aluminum","China",9744.34,285.91,,,0.63,1.32,3.58,37.70,,0.00%,0.04,101.20%,0.00%,-24.10%,,0.40%,100.00%,34.40%,774.59,138.36,,,1.40%,3.46%,0.05%,1.35,0.10%,0.50%,3.60%,0.80,0.50,1.18,2.73,2.90%,4.60%,0.20%,-4.91%,-5.06%,8.35%,33.69%,48.70%,23.21%,0.24,0.41,3.03%,1.45%,-4.47%,2.64%,26.49%,-9.17%,26.69%,-9.17%,74.24%,48.12,-0.16%,4.56%,3.00,50.95,1.59,12.58,4.40%,80875,
"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",3655.54,837.06,15.00,55.68,1.30,1.71,64.02,274.85,,0.00%,0.05,-97.00%,16.02%,15.20%,15.03%,67.00%,-1.30%,41.90%,85.63,84.55,0.90%,-78.97%,80.00%,7.43%,20.36%,14.67,0.10%,0.30%,6.70%,1.20,1.20,1.50,1.52,,14.00%,0.20%,-6.24%,10.97%,17.96%,-19.41%,-21.03%,28.97%,0.85,1.20,2.62%,2.86%,-0.32%,8.04%,-7.26%,-9.92%,30.59%,-34.32%,31.19%,53.60,-1.11%,0.19%,1.60,1173.63,1.01,42.69,-0.93%,1183668,2/23/2017 4:30:00 PM
"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",553.52,,,,36.90,1.42,1.52,,,,-0.45,-35.60%,45.90%,8.10%,17.58%,127.30%,-126.10%,-52.50%,133.70,118.21,0.10%,21.32%,76.20%,-7.82%,9.05%,7.16,-14.40%,-14.90%,-16.20%,27.40,27.40,0.00,0.00,,,,1.47%,-2.36%,0.73%,-51.69%,-41.85%,0.24%,1.66,0.19,3.23%,4.64%,-1.18%,-1.41%,-36.95%,-12.66%,10.40%,-58.85%,10.40%,48.05,0.24%,0.49%,2.00,1495.17,0.51,4.14,0.73%,757327,2/23/2017 8:30:00 AM
"ACIA","Acacia Communications, Inc.","Technology","Communication Equipment","USA",1873.25,21.85,13.17,0.41,3.92,4.38,6.03,22.33,,0.00%,2.31,5.30%,14.67%,,53.17%,,886.10%,107.90%,37.05,32.41,36.20%,-32.50%,72.80%,10.76%,19.94%,4.41,28.70%,40.50%,30.90%,5.70,5.30,0.00,0.00,46.20%,24.60%,19.90%,-4.96%,-10.12%,-30.34%,-57.11%,,-18.12%,,3.04,3.92%,5.37%,-12.19%,-15.01%,-28.22%,-27.32%,1.83%,-60.72%,86.91%,38.91,-1.75%,-2.22%,1.90,1463.36,1.16,50.56,-3.93%,1703210,2/23/2017 4:30:00 PM
"ACIM","SPDR MSCI ACWI IMI ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.85%,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,-0.35%,2.58%,4.67%,4.97%,17.46%,4.84%,,0.43,0.43%,0.48%,0.27%,1.75%,6.19%,-1.15%,6.27%,-7.19%,19.93%,56.16,0.13%,0.60%,,15.55,0.20,68.69,0.73%,3183,
"ACIU","AC Immune SA","Healthcare","Biotechnology","USA",635.61,,,,29.16,4.41,4.08,,,,-0.13,88.70%,-162.50%,,,,-145.30%,-94.70%,53.82,24.21,,,16.00%,6.22%,3.91%,15.46,-6.60%,-7.40%,26.20%,14.50,14.50,0.00,0.00,,-30.40%,-31.30%,-8.87%,-3.04%,1.37%,,,-9.01%,,0.60,6.01%,5.24%,-4.20%,-5.87%,-12.45%,-16.00%,3.14%,-40.86%,14.00%,42.65,-4.60%,3.00%,1.30,61.30,0.22,11.81,-1.75%,13713,
"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",2663.16,19.97,37.97,,2.65,3.40,35.13,72.57,,0.00%,1.10,51.70%,29.08%,19.50%,-14.25%,16.70%,54.60%,11.00%,121.55,114.58,0.20%,-59.74%,,1.15%,7.12%,15.89,7.10%,18.20%,11.00%,1.10,1.10,0.87,0.99,55.80%,22.00%,12.90%,-0.45%,14.83%,13.70%,14.53%,12.71%,20.72%,1.32,0.71,2.90%,2.96%,6.76%,11.74%,13.62%,-4.57%,22.06%,-4.57%,45.00%,64.58,0.97%,-0.96%,1.90,513.28,1.52,21.91,0.00%,782000,3/2/2017 8:30:00 AM
"ACLS","Axcelis Technologies, Inc.","Technology","Semiconductor Equipment & Materials","USA",444.76,41.36,10.86,2.07,1.67,2.17,6.28,,,0.00%,0.36,-26.80%,46.67%,13.80%,20.00%,-3.50%,364.90%,-1.60%,29.95,28.66,1.40%,-27.70%,80.60%,3.06%,2.91%,4.89,3.70%,5.60%,8.20%,6.00,3.40,0.00,0.00,37.30%,6.30%,4.10%,-2.62%,-6.60%,10.41%,17.39%,35.49%,2.06%,1.38,0.52,2.96%,3.20%,-5.58%,-4.16%,13.83%,-12.39%,6.07%,-12.39%,66.48%,41.20,0.00%,0.34%,2.20,170.91,0.47,14.85,0.34%,79611,2/1/2017 4:30:00 PM
"ACM","AECOM","Services","Technical Services","USA",5579.67,34.52,11.24,6.75,0.32,1.65,7.64,9.31,,0.00%,1.05,159.50%,8.97%,-23.40%,5.12%,16.70%,325.20%,1.40%,154.69,154.11,0.50%,-30.72%,85.10%,-3.25%,2.92%,4.01,1.20%,4.80%,5.60%,1.20,1.20,1.11,1.22,3.80%,2.70%,0.90%,-2.80%,-2.59%,-7.51%,19.67%,23.44%,-0.80%,1.92,1.09,2.28%,2.75%,-3.23%,-2.60%,7.29%,-8.68%,4.22%,-11.42%,36.32%,45.42,1.26%,1.45%,2.00,1121.47,0.86,36.07,2.73%,961396,2/7/2017 8:30:00 AM
"ACN","Accenture plc","Technology","Information Technology Services","Ireland",81008.08,18.34,19.33,1.84,2.29,10.39,19.86,25.07,1.95%,33.50%,6.76,35.40%,9.27%,13.70%,9.97%,4.90%,23.80%,6.40%,653.66,589.16,0.20%,-9.80%,80.30%,-0.27%,1.29%,3.23,21.90%,59.50%,58.10%,1.20,1.20,0.00,0.00,29.60%,16.30%,12.20%,0.23%,7.36%,1.94%,11.50%,22.07%,5.81%,1.16,1.41,1.00%,1.13%,1.68%,4.89%,6.60%,-0.69%,10.35%,-1.42%,23.83%,64.99,0.23%,0.38%,2.30,2346.75,0.79,123.93,0.61%,1848099,3/23/2017 8:30:00 AM
"ACNB","ACNB Corporation","Financial","Regional - Southwest  Banks","USA",182.41,16.43,,,4.56,1.52,3.12,46.77,2.64%,43.40%,1.84,6.60%,,5.20%,,-2.40%,-2.00%,5.20%,6.02,5.90,2.50%,1.26%,17.90%,7.05%,0.63%,5.68,1.00%,9.50%,27.80%,,,0.63,0.63,,90.50%,27.80%,2.02%,6.67%,-2.06%,13.01%,41.43%,-2.38%,0.23,0.66,3.27%,2.03%,3.08%,1.59%,10.62%,-5.84%,7.80%,-6.85%,46.00%,62.92,0.00%,1.34%,,6.51,2.34,30.30,1.34%,15222,03/01/2017
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1303.91,,16.58,,2.51,1.93,8.23,46.24,,,-0.76,-401.70%,50.80%,-24.60%,29.00%,12.20%,-132.60%,7.40%,46.32,45.61,1.70%,-25.42%,,-1.34%,10.23%,5.53,-2.70%,-5.20%,-3.00%,1.80,1.60,0.49,0.49,79.20%,-6.90%,-6.70%,3.30%,37.99%,37.32%,13.14%,-18.90%,49.73%,1.70,1.67,8.60%,6.29%,7.70%,23.65%,21.69%,-14.70%,57.70%,-23.57%,71.65%,62.34,-6.94%,0.33%,2.40,843.24,1.75,28.15,-6.63%,1471607,2/14/2017 8:30:00 AM
"ACRE","Ares Commercial Real Estate Corporation","Financial","REIT - Diversified","USA",367.92,13.72,10.55,3.07,4.18,0.87,8.80,8.95,8.09%,71.20%,0.94,40.50%,-13.42%,32.47%,4.47%,,0.00%,-0.50%,28.61,25.56,0.20%,13.49%,68.30%,-7.07%,0.76%,1.66,2.90%,10.00%,3.40%,,,2.60,2.60,53.90%,38.10%,46.70%,-4.32%,-3.16%,-6.05%,4.78%,35.90%,-6.34%,0.81,0.27,3.30%,1.84%,-4.33%,-5.51%,1.57%,-9.37%,0.00%,-9.37%,37.91%,32.17,-0.08%,0.08%,2.10,117.25,2.53,12.86,0.00%,297007,3/7/2017 8:30:00 AM
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology","USA",776.94,,,,,8.22,9.25,,,,-2.01,-299.00%,-25.80%,,60.10%,,13.40%,,24.95,24.95,6.20%,-57.47%,82.20%,39.90%,5.86%,6.75,-45.70%,-47.90%,,18.60,18.60,0.00,0.00,,,,-3.08%,19.72%,4.50%,35.27%,86.02%,14.74%,,1.37,4.49%,4.84%,5.08%,10.04%,29.70%,-6.35%,25.41%,-6.35%,120.54%,57.87,-1.67%,0.73%,1.20,216.58,0.91,31.14,-0.95%,197369,3/15/2017 8:30:00 AM
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Medical Appliances & Equipment","USA",145.07,,,,11.42,,,,,,-0.98,-72.90%,39.80%,3.80%,,74.50%,9.70%,276.50%,45.33,44.34,34.47%,-3.75%,65.10%,-2.86%,8.38%,16.29,-39.20%,-495.00%,602.30%,,,,,13.70%,,,-5.88%,10.34%,4.92%,-3.61%,-10.61%,23.08%,2.73,0.16,4.26%,5.14%,2.24%,11.00%,2.70%,-11.11%,30.61%,-21.55%,33.33%,56.12,0.00%,1.59%,2.20,228.01,0.66,3.20,1.59%,150550,3/2/2017 4:30:00 PM
"ACSF","American Capital Senior Floating, Ltd.","Financial","Asset Management","USA",,15.17,11.24,,,0.96,,,,,0.84,,,,,,,,,,,,,,,0.53,,,,,,,,,,,-3.05%,0.76%,11.12%,19.99%,49.43%,8.36%,,0.30,3.56%,2.07%,-1.03%,1.33%,15.69%,-5.05%,9.75%,-5.05%,53.32%,47.81,-1.55%,0.78%,3.00,57.87,1.85,12.70,-0.78%,106934,3/9/2017 8:30:00 AM
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,3.39%,-4.69%,-10.29%,-8.96%,-18.67%,-2.40%,,0.07,3.97%,5.57%,-1.37%,-4.76%,-14.15%,-30.29%,7.02%,-60.52%,9.91%,49.09,0.00%,0.00%,,220.08,0.06,1.22,0.00%,13254,04/13/2017
"ACTA","Actua Corporation","Technology","Application Software","USA",544.72,,2308.33,,4.73,1.67,13.03,,,,-2.19,-156.00%,103.70%,-31.80%,17.50%,4.10%,45.50%,12.00%,39.33,35.21,3.50%,-3.17%,72.80%,-10.93%,2.73%,8.98,-11.90%,-16.00%,-29.60%,1.10,1.10,0.00,0.00,72.60%,-43.10%,-44.70%,2.59%,-1.07%,2.59%,26.14%,56.14%,-1.07%,1.59,0.38,3.65%,2.46%,-0.20%,-1.49%,16.29%,-7.67%,4.53%,-9.36%,64.10%,48.64,-3.15%,1.42%,1.50,107.10,1.98,13.85,-1.77%,212302,3/9/2017 4:30:00 PM
"ACTG","Acacia Research Corporation","Services","Business Services","USA",258.02,,9.54,,1.53,0.96,1.76,7.99,,,-3.20,-136.70%,-20.20%,-39.80%,20.00%,-1.10%,125.20%,397.70%,49.62,48.63,0.80%,0.00%,79.10%,1.87%,0.94%,1.93,-16.30%,-18.60%,-50.70%,4.60,4.60,0.00,0.00,68.30%,-22.60%,-31.80%,-13.33%,-8.77%,-27.78%,-21.80%,49.43%,-20.00%,1.28,0.31,5.99%,5.08%,-10.96%,-13.69%,-12.25%,-27.78%,-6.31%,-32.29%,58.05%,32.79,-7.14%,-2.61%,2.70,236.37,3.83,5.20,-9.57%,905690,3/9/2017 4:00:00 PM
"ACTX","Global X Guru Activist ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,-0.61%,0.41%,2.50%,6.89%,19.83%,2.74%,,0.06,0.09%,0.16%,-1.24%,0.07%,6.48%,-2.53%,3.25%,-2.53%,21.60%,44.43,-0.14%,0.55%,,0.36,2.52,14.63,0.41%,900,
"ACU","Acme United Corporation","Consumer Goods","Housewares & Accessories","USA",83.89,15.25,12.42,1.53,0.67,1.77,14.22,,1.63%,22.80%,1.61,25.80%,12.50%,12.50%,10.00%,11.20%,24.60%,14.30%,3.41,2.66,10.00%,0.00%,52.30%,10.47%,0.05%,0.21,6.10%,13.00%,8.60%,5.10,2.20,0.71,0.71,36.60%,6.80%,4.70%,-0.69%,-3.34%,13.58%,15.98%,46.83%,-3.39%,0.72,0.93,3.61%,4.03%,-3.27%,-2.12%,14.06%,-10.05%,7.10%,-10.05%,67.27%,42.87,0.16%,-0.73%,1.00,6.83,0.66,24.60,-0.57%,4527,2/23/2017 9:00:00 AM
"ACUR","Acura Pharmaceuticals, Inc.","Healthcare","Drug Delivery","USA",6.21,,,,1.84,,,,,,-0.83,-121.70%,54.90%,58.88%,,,,3.80%,11.88,6.46,42.52%,0.00%,19.90%,-6.11%,6.32%,0.71,,,,,,,,,,,6.73%,-43.15%,-44.36%,-68.49%,-74.49%,-31.77%,,0.14,10.94%,19.78%,-27.85%,-24.10%,-61.11%,-62.64%,13.70%,-85.14%,13.70%,42.07,4.18%,-8.73%,2.00,572.52,0.12,0.52,-4.91%,67863,3/13/2017 4:30:00 PM
"ACV","AllianzGI Diversified Income & Convertible Fund","Consumer Goods","Personal Products","USA",,,,,,,,,,,,,,-3.05%,3.20%,,,,,,,,,,,0.27,,,,,,,,,,,-3.34%,-0.15%,6.62%,4.01%,15.83%,6.39%,,0.33,1.85%,1.54%,-1.89%,1.29%,6.71%,-3.71%,7.87%,-3.71%,18.44%,44.65,-0.30%,0.70%,3.00,46.47,2.50,19.98,0.40%,116311,
"ACWF","iShares Edge MSCI Multifactor Global","Financial","Exchange Traded Fund","USA",,,,,,,,,1.90%,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,-0.70%,-0.83%,5.40%,3.60%,15.86%,5.02%,,0.17,0.03%,0.20%,-0.69%,0.52%,5.06%,-3.33%,5.38%,-3.33%,15.86%,47.96,0.00%,0.00%,,2.19,0.68,25.31,0.00%,0,
"ACWI","iShares MSCI ACWI","Financial","Exchange Traded Fund","USA",,,,,,,,,2.07%,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,-0.25%,2.53%,5.75%,6.56%,18.29%,6.10%,,0.36,0.46%,0.47%,0.48%,2.42%,7.41%,-0.84%,6.37%,-0.84%,19.73%,61.58,0.00%,0.54%,,2058.43,1.14,62.78,0.54%,2340105,
"ACWV","iShares Edge MSCI Min Vol Global","Financial","Exchange Traded Fund","USA",,,,,,,,,2.44%,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,-0.03%,2.48%,4.44%,-0.56%,7.65%,5.19%,,0.34,0.30%,0.40%,0.67%,2.53%,1.93%,-0.66%,5.79%,-2.37%,8.36%,64.93,0.14%,0.42%,,268.00,0.44,76.38,0.57%,117980,
"ACWX","iShares MSCI ACWI ex US","Financial","Exchange Traded Fund","USA",,,,,,,,,2.63%,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,-0.16%,1.52%,5.06%,2.66%,14.33%,5.86%,,0.26,0.41%,0.45%,0.23%,1.87%,5.50%,-0.91%,6.65%,-0.91%,18.38%,56.58,0.14%,0.71%,,975.88,0.41,42.63,0.85%,401064,
"ACXM","Acxiom Corporation","Technology","Information Technology Services","USA",2208.15,212.42,33.58,14.16,2.51,3.01,16.01,33.92,,0.00%,0.13,67.60%,16.30%,19.60%,15.00%,-5.30%,338.30%,0.90%,78.75,76.99,1.50%,0.00%,98.40%,0.87%,2.75%,5.89,0.90%,1.50%,-0.20%,1.50,1.50,0.28,0.33,45.10%,1.90%,1.20%,-0.95%,0.90%,5.81%,7.39%,35.66%,4.63%,1.13,0.70,2.01%,2.00%,-2.17%,1.20%,10.42%,-7.76%,13.34%,-7.76%,46.73%,47.79,2.60%,-0.18%,1.70,359.52,1.45,28.04,2.41%,522740,1/31/2017 4:30:00 PM
"ACY","AeroCentury Corp.","Services","Rental & Leasing Services","USA",17.25,3.81,6.49,,0.72,0.39,4.79,,,0.00%,2.79,157.00%,14.69%,32.00%,,-2.90%,-58.30%,-6.00%,1.62,1.05,45.39%,0.01%,21.60%,-8.14%,0.26%,0.49,2.40%,10.40%,4.20%,,,3.03,3.03,99.60%,28.20%,18.00%,10.36%,7.04%,14.39%,13.66%,-12.99%,12.70%,-0.56,0.35,6.26%,3.32%,6.59%,4.85%,13.19%,-4.05%,18.33%,-20.94%,25.29%,60.81,1.91%,-0.48%,2.00,5.62,2.14,10.65,1.43%,12014,03/07/2017
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology","United Kingdom",295.18,,,,25.23,1.66,1.43,,,,-0.69,-54.70%,-11.10%,,-13.00%,,-607.80%,-87.50%,64.03,11.25,,,48.40%,-4.27%,3.37%,3.08,,,-11.20%,10.80,10.80,0.00,0.00,,,,0.00%,6.47%,9.89%,-36.94%,-40.59%,13.83%,,0.25,7.28%,5.78%,10.33%,8.58%,-25.84%,-2.12%,19.74%,-60.22%,22.61%,59.86,7.46%,1.42%,1.90,123.02,4.18,4.61,8.98%,514533,3/16/2017 8:30:00 AM
"ADAT","Authentidate Holding Corp.","Technology","Healthcare Information Services","USA",15.41,1.32,,,0.44,0.28,,,,,1.63,,,,,,,58.60%,7.17,4.68,,,,,0.62%,6.41,,,,,,,,,,,-14.68%,-29.51%,-34.85%,-26.62%,-35.82%,-38.57%,,0.16,5.97%,7.70%,-14.50%,-29.16%,-31.60%,-41.10%,0.47%,-51.03%,4.88%,28.75,-4.87%,0.00%,3.00,4.52,1.38,2.15,-4.87%,6258,
"ADBE","Adobe Systems Incorporated","Technology","Application Software","USA",59757.91,52.19,25.26,1.67,10.21,8.08,12.54,29.94,,0.00%,2.32,86.70%,25.57%,7.00%,31.21%,6.80%,81.40%,23.10%,493.50,492.30,0.10%,-49.85%,88.80%,-0.81%,1.07%,2.23,9.50%,16.10%,13.20%,2.10,2.10,0.26,0.00,86.00%,25.50%,20.00%,0.87%,4.27%,17.15%,18.86%,42.71%,17.62%,1.05,1.32,0.95%,1.09%,1.75%,6.63%,15.44%,0.33%,18.17%,0.33%,44.86%,72.73,0.43%,0.55%,2.00,2370.49,0.93,121.09,0.98%,2210973,3/16/2017 4:30:00 PM
"ADC","Agree Realty Corporation","Financial","Property Management","USA",1209.44,23.81,26.46,,13.22,1.72,36.21,,4.27%,96.60%,1.95,-9.00%,5.03%,7.30%,-0.90%,24.80%,22.70%,31.80%,26.06,25.01,4.00%,1.36%,88.80%,17.08%,4.09%,5.09,4.60%,8.00%,4.70%,,,0.59,0.59,91.30%,55.90%,49.30%,-4.98%,-1.42%,3.61%,-2.50%,30.47%,0.78%,0.70,1.07,2.27%,2.27%,-4.28%,-1.50%,0.42%,-9.18%,6.23%,-9.18%,32.51%,39.45,-0.43%,0.80%,1.90,201.13,0.53,46.41,0.37%,106456,2/23/2017 4:30:00 PM
"ADES","Advanced Emissions Solutions, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",239.67,12.83,3.67,0.26,3.98,,,,,0.00%,0.84,,89.10%,8.20%,50.00%,23.00%,208.60%,21.70%,22.13,20.92,1.10%,,61.70%,3.39%,2.05%,6.72,57.90%,-186.10%,,1.00,0.90,,,2.60%,-20.80%,43.10%,1.98%,-3.65%,15.46%,32.07%,54.71%,17.21%,2.41,0.57,5.09%,5.25%,-3.86%,5.19%,26.75%,-11.59%,24.99%,-11.59%,76.10%,50.44,-2.70%,1.00%,2.00,63.90,1.56,10.83,-1.72%,99800,3/14/2017 8:30:00 AM
"ADGE","American DG Energy Inc.","Industrial Goods","Diversified Machinery","USA",15.88,,,,2.41,0.82,4.96,,,0.00%,0.00,7.20%,,-19.60%,,8.70%,69.40%,6.70%,49.85,20.03,60.66%,0.00%,3.00%,-3.86%,0.28%,0.97,1.50%,3.20%,-19.10%,6.80,5.70,0.15,0.15,7.60%,-28.50%,7.00%,-5.01%,-9.52%,1.56%,7.38%,-24.17%,13.75%,0.12,0.02,5.40%,5.26%,-4.47%,-4.85%,11.34%,-13.90%,27.35%,-51.00%,44.77%,44.19,-1.97%,-0.03%,3.00,57.30,0.18,0.32,-2.00%,10183,3/21/2017 8:30:00 AM
